"id","profileName","text","date","title","rating","images","helpful","Configuration"
"R1MH97D1E9X3P2","lavish","Easy to install and setup. Works amazing without any problems and actually turns a normal TV to something like an android TV.","Reviewed in India on 9 August 2021","Awesome!",5,"",0,"Fire TV Stick"
"R29B76U6R7RTLW","Prabhati Pani","My led TV is non smart TV have used this product  now I con do almost every thing which a smart TV can do","Reviewed in India on 26 December 2021","Best out of wast",4,"",0,"Fire TV Stick"
"ROS7Z4K4JTRBZ","Deepanshu","Fully satisfied with the product. Do not think while buying the fire tv stick 3rd gen 2021. Just go ahead. Its way better than Mi Tv stick.","Reviewed in India on 3 July 2021","Excellent product.",5,"",0,"Fire TV Stick"
"RJU00GQGHZ5H6","sneha","Good product  keep it up","Reviewed in India on 14 August 2021","Overall good product",4,"",0,"Fire TV Stick"
"R2E7KKY7Q20063","Fatima khan","Amazing","Reviewed in India on 1 August 2021","Amazing 🤩",5,"",0,"Fire TV Stick"
"R27UPKHI5BABJ7","Amazon Customer","Some time it is slow.","Reviewed in India on 7 September 2021","Very good",4,"",0,"Fire TV Stick"
"R35HWG4DI8A620","Deepak","This one is so easy to use with the help of alexa that even my mom can easily use it ( she never went to school)","Reviewed in India on 4 January 2022","Great device",5,"",0,"Fire TV Stick"
"ROHYR3TM9S67S","Akshay","Got it for only Rs 2100.","Reviewed in India on 28 July 2021","Very happy",5,"",1,"Fire TV Stick"
"R3BF1E60AOXGBL","Abhishek Kumar","Bekar useless","Reviewed in India on 2 May 2022","Useless not connecting properly",1,"",1,"Fire TV Stick"
"R2GEQH4IZL46LM","Ganapathy H","It would be great if alphabet keys are provided in remote since alexa doesn't understand all voice commands","Reviewed in India on 12 August 2021","Didn't like the remote",4,"",0,"Fire TV Stick"
"R2T92OUB2BY99I","Srinivasan M","What is the difference between Made in India and previously delivered devices?","Reviewed in India on 4 May 2021","Made in India",5,"",1,"Fire TV Stick"
"R2SB09HTMGHYZR","Varsha Patil","Turn your boring tv into Smart tv 😊 nice product from Amazon..","Reviewed in India on 9 August 2021","Best Product",5,"",0,"Fire TV Stick"
"R2NR0XLAKBG545","Rakesh A L","Worth for money. Having advanced options like volume and power button. Voice recognition is added benefit.","Reviewed in India on 21 June 2021","Works as expected",5,"",0,"Fire TV Stick"
"R2UECKSG2PBDJQ","NUF∆I$","I like it very much pwoli sanamBest productEven though its remote is little uncomfortable navigation swith i give it a 5 star","Reviewed in India on 13 July 2021","Perfect",5,"",0,"Fire TV Stick"
"R1D6VXDFBKGMOL","Kindle Customer","Great Buy","Reviewed in India on 25 August 2021","Awesome",5,"",0,"Fire TV Stick"
"R4PTFCEKO3D0Y","Babanrao","Not working so return back","Reviewed in India on 5 January 2022","Before delivery checked properly",1,"",1,"Fire TV Stick"
"R3GPNYVYWM3LA1","Dr. Arun Viswanath. N","Better than the previous version.","Reviewed in India on 7 November 2021","Best invention and the best buy",5,"",0,"Fire TV Stick"
"RPQIS71JQYSC5","Sijo","Working with Sharp Aqua 32 inch HD ready TV","Reviewed in India on 14 July 2021","Good one",5,"",0,"Fire TV Stick"
"R2NC4K4Z96MPS3","Ganesh ","It's not working after 15 days very bad to say its getting worse heating issue...waste of money I unable to return it also","Reviewed in India on 22 October 2021","Very bad quality i experienced after 15 days of purchase it stopped working now it's no more worst",1,"",0,"Fire TV Stick"
"RB8VR892D8UBA","Rb","Picture quality I like itAlexa integration is perfect overall happy with this","Reviewed in India on 12 August 2021","Nice the best part is picture quality is perfect no complaints happy with this product.",5,"",0,"Fire TV Stick"
"R1RIMTDLX6P7MZ","siva","It's one of the best fire tv ever and my nirmal tv now smart tv it's support sony bravia tv now my kids enjoying to watch","Reviewed in India on 28 August 2021","My old tv now smart",5,"",0,"Fire TV Stick"
"R2P9IYI96WJ4OS","Loganathan","Fire stick is Fantastick","Reviewed in India on 19 August 2021","Fantastick",5,"",0,"Fire TV Stick"
"R3C932BPGHT29J","savan","Wonderful","Reviewed in India on 28 July 2021","Awesome",5,"",1,"Fire TV Stick"
"R64HV6804W8R1","Bhanu Prabhakar","Battery drained with in an hour","Reviewed in India on 9 May 2021","Battery drained in1 hour",2,"",1,"Fire TV Stick"
"R3TRK2AKDAH5P1","Amazon Customer","With my LED TOSHIBA old model alexa connectivity very good works fine remote controls quality very good","Reviewed in India on 1 January 2022","Very good  product no problem  expercinced",4,"",0,"Fire TV Stick"
"RAMS0FZNNN4HW","Amazon Customer","Great","Reviewed in India on 30 August 2021","Great",5,"",0,"Fire TV Stick"
"R15NOXVCSQH234","gajender sharma",,"Reviewed in India on 7 November 2021","खराब है  वापस भी नही लिया",1,"",1,"Fire TV Stick"
"R10PDSB11XC60U","santosh mahadev palange","All other features are good. Need more open source. I'm experiencing future TV's n it's cool","Reviewed in India on 20 November 2021","Alexa doesn't respond quick",5,"",0,"Fire TV Stick"
"R3HSOBZR861LEZ","Rohit Dheer","Good buy..","Reviewed in India on 5 September 2021","Fire stick has become the integral part if life.",5,"",0,"Fire TV Stick"
"RY603S7E5BHDS","Veera manikanta sanaka","Every thing is working but Netflix is not working","Reviewed in India on 25 May 2021","Every thing is good but Netflix is not working",3,"",1,"Fire TV Stick"
"R3BNUYTAU1FB0P","Amazon Customer","Lovely product, safely delivered... Perfectly functioning...","Reviewed in India on 23 August 2021","Normal to Smart TV conversion is now easier...",5,"",0,"Fire TV Stick"
"R3B3CI20XFEK3H","Suresh","Not happy to say that Amazon increase the stik  quality","Reviewed in India on 28 February 2022","Fire stick Quality is not a good but it's kk in this renga",3,"",0,"Fire TV Stick"
"R3R3XFOESVQJID","Ashish Srivastava ","All ok","Reviewed in India on 15 August 2021","Good",5,"",0,"Fire TV Stick"
"R32OZWPRRAEIQ1","Phanikumar N","excellent video quality","Reviewed in India on 19 August 2021","excellent video quality",5,"",0,"Fire TV Stick"
"R1TAJS5HFOHL30","N.Krishna","Exallent streaming quality sound quality..fire stik 3rd gen","Reviewed in India on 26 May 2021","Good product",5,"",0,"Fire TV Stick"
"R1C7R9VNX1W09D","Rajeev Soni","Great Product, Value for Money...","Reviewed in India on 20 January 2022","Great Product, Value for Money...",5,"",0,"Fire TV Stick"
"R3J3LSK0X97ORH","Amazon Customer","Good streaming","Reviewed in India on 1 January 2022","Working OK",5,"",0,"Fire TV Stick"
"R3E0LXY65IU0H4","Jes Parekh","Good","Reviewed in India on 29 July 2021","Good",5,"",0,"Fire TV Stick"
"R2OVBR6G85XUQS","Ravinder Singh Aujla","Fire TV stick is excellent","Reviewed in India on 8 November 2021","Fire TV Stick is excellent",5,"",0,"Fire TV Stick"
"R1YDDBFD5QKQ8P","Purav Shah","Converted my micromax tv into a smart tv in minutes.","Reviewed in India on 2 August 2021","Worth Buying",5,"",1,"Fire TV Stick"
"R2D6H716QDT1QK","Pranil A. Karekar","Simple and cheapest way to turn your normal tv in smart tv. It's save my money.","Reviewed in India on 30 August 2021","Simple and cheapest way to turn your normal tv in smart tv.",5,"",0,"Fire TV Stick"
"R3JQMCZK4ZF4VZ","Rajeev Kumar","Useless  item and  Repacking and different modelFire stick 3d.","Reviewed in India on 6 May 2022","Not  god Quality. And amezon Customer not good quality",1,"",0,"Fire TV Stick"
"RPQTKLPHXOHU","Manoj M.","After using it only for 6 monthsRemote stops working abruptlyBatteries get discharge often","Reviewed in India on 27 February 2022","Remote not functioning",1,"",0,"Fire TV Stick"
"R3I2PEMWXV8AM9","Ranjit Chauhan"," Great awesome","Reviewed in India on 22 September 2021","Supreme",5,"",0,"Fire TV Stick"
"R2UORP2TN7UMSF","MURTHY P.","Being a 4k device quality of picture on my non 4k tv has significantly improved and we are really enjoying","Reviewed in India on 2 August 2021","Super Quality viewing",5,"",0,"Fire TV Stick"
"R3934U64SKWP6U","Ebenezer","Mi TV stick better than this","Reviewed in India on 10 January 2022","Not upto the mark",4,"",0,"Fire TV Stick"
"R1CVPF79JIUHYA","Ravi","Prime video is not working properly 🤪🤪🤪🤪","Reviewed in India on 30 July 2021","i buy it from 2099 rs.",3,"",1,"Fire TV Stick"
"R1F101FOX6PIXC","poojasondhi","Very nice product i m very happy but sometimes so fast clicking there is a little lag which is neglectable.... Btw love itt","Reviewed in India on 31 July 2021","Very convenient and use ful product",5,"",0,"Fire TV Stick"
"R2SNRF7YRLLJ2R","Jashwanth mulpuru","Super product 👌 it is useful and valuable for money 💰","Reviewed in India on 6 May 2021","Super product",5,"",0,"Fire TV Stick"
"RPV0EWGNAH8AV","Amazon Customer","Good product","Reviewed in India on 15 July 2021","Quality product",5,"",0,"Fire TV Stick"
"R3K1V22UOCVBZT","Sakib shaikh","Amazing product... No compromise in product quality ... Can't compare with any other... Blindly can purchase it..","Reviewed in India on 6 December 2021","Amazing product",5,"",0,"Fire TV Stick"
"RYVPBP93MS9SW","Hemashinu","Excellent. You can blindly go for this. This is working with Sony Bravia 32 inch LED TV.Thank you Amazon.","Reviewed in India on 5 August 2021","Excellent Product from Amazon.",5,"https://m.media-amazon.com/images/I/C1DGLxdtmvS.jpg
https://m.media-amazon.com/images/I/C1ijLXFqMWS.jpg
https://m.media-amazon.com/images/I/D1eBRhPI36S.jpg",0,"Fire TV Stick"
"RWYKPSSD68J98","rajat","Volume key and mute key not working","Reviewed in India on 18 July 2021","Volume key and mute key not working",2,"",0,"Fire TV Stick"
"R2COWJPEWK11O0","Javed","There must be 1 year of free subscription of amazon prime, with this amazon product.","Reviewed in India on 6 November 2021","Nice product",3,"",0,"Fire TV Stick"
"R2VL0TPPJM5QBG","Vignesh S","Easy set up and user friendly remote and user face","Reviewed in India on 7 September 2021","Awesome gadget!",4,"https://m.media-amazon.com/images/I/81MI2PDkiSL.jpg",0,"Fire TV Stick"
"R23DRVPBLKUVO0","Bhavin","very nice","Reviewed in India on 30 August 2021","nice product",5,"",0,"Fire TV Stick"
"RKRK2OIRE39L8","PRASANNAKUMAR ","Wow! Now I can proudly say my 4-year-old tv is smart.","Reviewed in India on 1 March 2022","Is your TV smart as you? If not buy this!",5,"",0,"Fire TV Stick"
"R1M66PNPCFFS3M","Rakesh","Easy to installGood performanceVoice recognition is good","Reviewed in India on 29 July 2021","Easy to set up. Perfect performance. Convert tv to a smart tv with ease.",5,"",0,"Fire TV Stick"
"R3OKXEZGJQRIKL","Mohit K.","Ultimate product must buy product at this cost.every one having simple led things must buy this .","Reviewed in India on 2 August 2021","Must buy at this cost",5,"",0,"Fire TV Stick"
"R2XZBZES5UVFV7","jatin patil","Used for 2 weeks , Upgraded twice, pair unpaired multiple times then to power key and volume keys not working","Reviewed in India on 1 November 2021","Power key and volume keys not working",3,"",0,"Fire TV Stick"
"R3KKXY0T4T2VMN","Mihir sarvaiya","Its now simple these days to use firestick. just connect to the internet and its work fine.","Reviewed in India on 10 November 2021","Good Product",5,"",0,"Fire TV Stick"
"R1481516BO5TCD","N. Dhanabal","After long search, decided to buy this and it looks like a good decision.","Reviewed in India on 20 June 2021","Excellent product.",5,"",0,"Fire TV Stick"
"RLHIELAQR3SCN","RAM DAYAL SUYAL","Yes I like tv fire stick and tv internet dongle with sim card also","Reviewed in India on 16 January 2022","Very good device. Thanks",4,"",0,"Fire TV Stick"
"R3BBX5WQUVOY5E","praveen kumar","awesome product.","Reviewed in India on 28 August 2021","good",4,"",0,"Fire TV Stick"
"R1OQ81LNDTGUK1","Amazon Customer","Remote Power & volume button not working","Reviewed in India on 16 August 2021","Power  & Volume button not working",1,"",1,"Fire TV Stick"
"R2VCONXMJYIUWY","SALIM ANSARI","Got a good deal.thanks Amazon","Reviewed in India on 27 August 2021","Awesome",5,"",0,"Fire TV Stick"
"RD1EBENO3GMO7","Milind ","I doubt whether it's compatible to VISE TV ? unable to operate  On Off and volume button.","Reviewed in India on 20 January 2022","Compability",2,"",0,"Fire TV Stick"
"ROMC3EBRR1E9B","Ram Gopal P","Awesome. Kids love using it. Alexa works like a charm and even my 3 year old kid is using it. Navigating through apps was so easy.","Reviewed in India on 3 June 2021","Awesome",5,"",0,"Fire TV Stick"
"R2RR7Z4R6T91XX","Vijay Bhalekar","Bit disappointed to picture quality. It's not up to the mark as HD+","Reviewed in India on 1 August 2021","Works fine",4,"",0,"Fire TV Stick"
"R1IJCRQOR5KHXT","Amazon Customer"," Product is very nice but volume button is not working,so please replace it","Reviewed in India on 18 October 2021","Valume button is not working",3,"",0,"Fire TV Stick"
"R2WC1590TKG1I6","Pulak Prakriti","This literally is a mini computer for your TV. And works very well.","Reviewed in India on 10 February 2022","Amazing",5,"",0,"Fire TV Stick"
"RCFD5U0Z8BL5L","Gautham","The best u can get from Amazon just close ur eyes and go for it","Reviewed in India on 25 May 2021","Superb .....Supreme",5,"",0,"Fire TV Stick"
"R10IHZ2ZW0CHZ7","Amazon Customer","Products is good but no voice device. So i m return this products. Plz new same products send me urgent","Reviewed in India on 6 October 2021","No sound device",3,"",0,"Fire TV Stick"
"ROH7TSI2HDVBQ","Lalu viramgama","Very very good","Reviewed in India on 16 December 2021","Very superb",5,"",0,"Fire TV Stick"
"RTIZ8YCMJ38HB","Sree Nair","Does not know how to make Alex work. No instructions came with it.","Reviewed in India on 20 January 2022","Alexa not working, why.",4,"",0,"Fire TV Stick"
"R333UBKUBS969X","GAURAV","Too good device by Amazon. Very very useful for getting Dolby atmos output","Reviewed in India on 27 January 2022","Best for Dolby atmos and picture quality",5,"",0,"Fire TV Stick"
"RELPIYXUX74XL","Rohit Gunwani","Nice","Reviewed in India on 23 November 2021","Great it's very best in market",5,"",0,"Fire TV Stick"
"R2FF0BI0UINWC7","Surajit Misra","Worth purchase","Reviewed in India on 21 January 2022","👍👍👍👍👍",5,"",0,"Fire TV Stick"
"R2KEV4H2MTBNDY","danish khyser","I liked the product it worked for me.","Reviewed in India on 21 December 2021","Best Product",5,"",0,"Fire TV Stick"
"R1HSSR5OC4N381","Pankhuri","Stream quality - (Amazing)1080PAlexa integration - Very niceVoice recognition - Quick","Reviewed in India on 12 August 2021","Make my Television more powerful ❤️",5,"https://m.media-amazon.com/images/I/91iWlUTIw6L.jpg",0,"Fire TV Stick"
"R1NKE3J218VGUN","Jignesh","It perfectly meets my expectation. Bandwidth should be good for proper streaming.","Reviewed in India on 29 July 2021","Go, get your one",5,"",0,"Fire TV Stick"
"R1UMMR4TWVKWE8","SHALU KHERA","Not working after 2 monthsGet ir replaced","Reviewed in India on 1 October 2021","After 2 months stopped working. Poor quality.Trying to replace showing next year.",1,"",1,"Fire TV Stick"
"R1BLT2YWO9WK5Q","Amazon Customer","Fire Stick TV remote work in good condition for first month only. Later it give problem in control","Reviewed in India on 10 November 2021","Fire Stick TV Remote",3,"",0,"Fire TV Stick"
"R6GCOLCXEVZKQ","M ramesh babu","Friends it is not suitable all tvs don't go with, in my moto tv 2021 model also not Compactable","Reviewed in India on 5 August 2021","It is not suitable all tvs",1,"",0,"Fire TV Stick"
"R1B8Y3C0HE7KDC","Atul Bhatt","Seemlessly working today i have ordered 8th sound streaming picture quality everything super","Reviewed in India on 4 May 2021","Superb i have purchase 8 stick",5,"",0,"Fire TV Stick"
"R1TURS9E0N0D8H","Anju ","Good","Reviewed in India on 16 November 2021","Very useful for volume control no need TV remote",4,"",0,"Fire TV Stick"
"RF1X2ACLXEOLR","Moses Manohar Pawar","Good speed","Reviewed in India on 20 June 2021","Awsome product",5,"",0,"Fire TV Stick"
"R8MRU4CDTSIJH","PRITHVIRAJ C M","Excellent features. No need of separate remote for TV. Can be paired to voice remote.","Reviewed in India on 17 August 2021","Value For Money",5,"",0,"Fire TV Stick"
"R2IRU8GDEY7T0S","Divisudheer","Nice product","Reviewed in India on 15 September 2021","Nice",4,"",0,"Fire TV Stick"
"R1771DVFME0IGL","Amazon Customer","Made my OLD TV SMART. Excellent product quality. Don't opt for cheap options.","Reviewed in India on 28 June 2021","Made my old TV smart",5,"",0,"Fire TV Stick"
"R1627FQ0T477WB","Vish","Unable to Install Netflix, YouTube. Y shud one but it. Waste of money 👿","Reviewed in India on 13 March 2022","Waste of money.👿😡",2,"",0,"Fire TV Stick"
"R1YBOY7SXV6JE7","Mansimran Singh","After opening the packet, box seal is open...","Reviewed in India on 7 October 2021","After opening the packet, box seal is open...",1,"",1,"Fire TV Stick"
"R3LITW8CPNT9SU","Kalpana","Not able to sync with tv remote as my tv is Nivra. Otherwise rest all features are excellent.","Reviewed in India on 14 August 2021","Very useful",5,"",0,"Fire TV Stick"
"R39Q04Y2GYSGQ5","Deepak vedi","Both remote are defected. Voice search not work properly. Please replace as soon as possible.","Reviewed in India on 5 February 2022","Remote not working properly",1,"",0,"Fire TV Stick"
"R7S209M31TSLW","Jahanvi Trivedi","Fire tv stick is worth purchasing, The product quality and packing is really good also easy to use.","Reviewed in India on 21 February 2022","Worth purchasing",5,"",0,"Fire TV Stick"
"R1L42JA4OQJ70W","S T.","useful.","Reviewed in India on 18 November 2021","nice",4,"",0,"Fire TV Stick"
"R1LTLYDTQQXIAQ","Sunil Shirke","Don’t waste money actual required apps not available.Amazon prime is not everything.","Reviewed in India on 2 September 2021","Don’t waste money actual required apps not available",1,"",0,"Fire TV Stick"
"R38S4BOJHOAIOG","Madhukar Reddy","Received wet product and  device missing","Reviewed in India on 6 May 2021","Seller  delivered  wet product and one device missing",1,"",1,"Fire TV Stick"
"R3LUCFLFFM4W4Y","Amazon Customer","Simply awesome. Connected to my old monitor and now works as a TV","Reviewed in India on 25 August 2021","Simply awesome",5,"",0,"Fire TV Stick"
"R2EWE1IAD12NL1","A Kesavan Kutty","Voice recognition could have been advanced further.","Reviewed in India on 24 September 2021","Voice Recognition",5,"",0,"Fire TV Stick"
"R131601NH6EYRN","hitesh javahar madlani","Nice picture quality and clearity","Reviewed in India on 14 June 2021","Good",5,"",1,"Fire TV Stick"
"R1GH1HD4LWOD7I","Sumesh","Had to return it because of movies were getting delayed and stuck.","Reviewed in India on 11 September 2021","Had some video playback issue",2,"",0,"Fire TV Stick"
"RSLEP1G0RVB61","Saberish_Kumar_A","Everything works perfect.......hdmi extender is useful","Reviewed in India on 14 June 2021","Reccomendable product",5,"",0,"Fire TV Stick"
"RC7H2P9NCFSG6","Ashish Batta","I like the stream quality, voice recognition and Alexa integration outstanding.","Reviewed in India on 26 December 2021","Value for money",5,"",0,"Fire TV Stick"
"RZQ4VG3A9RP8D","Prodyot Kumar Bal","You can plan your viewing as per your liking.","Reviewed in India on 7 August 2021","Flexible viewing",5,"",0,"Fire TV Stick"
"RM3QSML98Z47G","Vipin Kris","Absolutely loving it! Just close your eyes and buy it!!!","Reviewed in India on 18 July 2021","Absolutely loving it!",5,"",0,"Fire TV Stick"
"R33200W3M3JRAL","Kalpesh Patel","Superb product,fast streaming,nice picture quality,thank you Amazon, people must buy this product,I am very happy.","Reviewed in India on 7 May 2021","Must buy",5,"",0,"Fire TV Stick"
"R2RT76VQ125IT3","ankit dalal","Steaming on my second TV.","Reviewed in India on 16 January 2022","Value for money",5,"",0,"Fire TV Stick"
"R1DPP6JITE90CO","Rachit Kumar","This device should come with Amazon prime subscriton .","Reviewed in India on 27 August 2021","Nice product",5,"",0,"Fire TV Stick"
"R2GDBKE1S0AGZ3","Britender Singh","I have used for around 3months and streaming quality is best and other features are also good without any issue","Reviewed in India on 22 September 2021","Great product",4,"",0,"Fire TV Stick"
"R2FFJSD8VB5RK6","Pankaj Kumar Tyagi","It is fantastic really I love it even my family just use it a lot.Thank you Amazon","Reviewed in India on 6 November 2021","It's style and functions are amazing",5,"",0,"Fire TV Stick"
"R2NB7WFQVYC7O4","Prem","Really nice","Reviewed in India on 24 January 2022","Nice product",5,"",0,"Fire TV Stick"
"R10G5NB0AK5E3N","Vipul","Wonderful product for online streaming, worth buying and enjoy excellent picture quality and music","Reviewed in India on 19 February 2022","Wonderful product",5,"",0,"Fire TV Stick"
"R3UW3K2X3EHKDC","Mithlesh Dwivedi","Setup is a issue but product is nice","Reviewed in India on 20 November 2021","Nice product",4,"",0,"Fire TV Stick"
"R2JF9ICIMG6O4S","Theshopalcohlic","I used the product to turn my LED into a an android TV.","Reviewed in India on 30 April 2022","Great product to turn your LED into a smart TV",5,"",0,"Fire TV Stick"
"R3NYVEYJG9L01E","Mahesh royal",,"Reviewed in India on 2 October 2021","Remote controls not working worrst experience",1,"",1,"Fire TV Stick"
"R3JULODKWYMD1C","Kishore chettri","Supop very nice","Reviewed in India on 19 December 2021","Good 👍 👍 👍  very nice 👌",5,"",0,"Fire TV Stick"
"R2TXL7DBOC7M7R","suryakant","Good productThank you amazon.","Reviewed in India on 12 June 2021","Smart tv is possible by amazon fire tv stick.",5,"",0,"Fire TV Stick"
"R2QG6PEYZEH66A","vijay kumar","All working good and colors are too good sound also excellent","Reviewed in India on 16 August 2021","All good",5,"https://m.media-amazon.com/images/I/D12FroSnTOS.jpg
https://m.media-amazon.com/images/I/D19HmJbX2nS.jpg",0,"Fire TV Stick"
"R1UJD2OY5V3HYL","Manish","Very good product value for money","Reviewed in India on 22 May 2021","Value for money",5,"",0,"Fire TV Stick"
"R1EQ1VDWL5YER1","mohizin","Good product🙂","Reviewed in India on 11 September 2021","Best",5,"",0,"Fire TV Stick"
"R1EJQ0XFUQ8V6V","VijayVichi","Saved money ...instead of buying new smart tv ... can surely go for it","Reviewed in India on 30 July 2021","Amazing",5,"",0,"Fire TV Stick"
"R26PQRDQHXJZM","Navneet","Awesome deal , got in just 2099 rupees.","Reviewed in India on 28 July 2021","Got in just 2099 rupees",3,"",1,"Fire TV Stick"
"R37P729C1V5RPH","RAVI","Good product. I feeling like theater in our home. Best for non android tv. Now our TV is smart tv because of Amazon fire stick","Reviewed in India on 29 May 2021","GOOD VIDEO AND AUDIO QUALITY",5,"",0,"Fire TV Stick"
"R2DCJX52DKSTVE","RAJIV KUMAR","very competitive price. Nice and useful product","Reviewed in India on 4 May 2022","Fabulous",5,"",0,"Fire TV Stick"
"R8YWBI2UUO54A","Niti..","Like it","Reviewed in India on 24 February 2022","Amazing👍",5,"",0,"Fire TV Stick"
"R2TCGHXQ30Z7YD","Rudradip Acharjee","Thanx to amazon for this amezing product... Really impressed, buying it only 2199/- thanx again","Reviewed in India on 4 November 2021","Too much impressive product",5,"",0,"Fire TV Stick"
"R1W231H568IQS6","Mahesh Basavaraj","I am happy with this product, now my TV is smarte TV, tha clarity amazing, any one can by with out any 2nd thought.","Reviewed in India on 14 June 2021","I have converted normal to smart TV,",5,"",0,"Fire TV Stick"
"R3JDBLX2FS9JX","Ashish Pathak","Stopped working after a few months, stuck on logo, tried all the workarounds but no luck.","Reviewed in India on 15 April 2022","Stopped working after a few months, stuck on logo, tried all the workarounds but no luck.",1,"",0,"Fire TV Stick"
"R1JQ030ATIA5OI","riyaz shaikh","This is realy amazing to see your tv becomes very smart","Reviewed in India on 15 November 2021","Amazing .out of the world experience",5,"",0,"Fire TV Stick"
"R3774ZYVK02HI7","abhishek Kumar pandey","To good","Reviewed in India on 11 July 2021","Too good",4,"",0,"Fire TV Stick"
"RDEWEYCQIQ6QN","Amazon Customer","Fire tv stick remote not parrying,","Reviewed in India on 7 October 2021","Fire stick remote not parrying",1,"",1,"Fire TV Stick"
"R3EPWCR50NO0M9","Maniprakash V","Every time you switch on it takes lot of time to connecting though it shows full signal strength","Reviewed in India on 22 February 2022","Delay in connecting",4,"",0,"Fire TV Stick"
"RJ6KIWLLZHIPB","Nida Siddique","Very good product of Amazon.","Reviewed in India on 29 July 2021","Superb Product for OTT",5,"",0,"Fire TV Stick"
"R2WVENBNDJJY2D","Amazon Customer","my amazon fire stick remote is not working properly ☹️","Reviewed in India on 30 July 2021","remote not working properly",3,"",1,"Fire TV Stick"
"R222SN43UJ69LS","Naik","The Alexa, voice based search doesn't seem to work well... It has issues...","Reviewed in India on 25 January 2022","Overall it's good product.. but, the alexa integration is not working properly",3,"",0,"Fire TV Stick"
"R1920HW26U1HF2","Ujjwal Mahajan","It's easy to setupWorks flawlessly","Reviewed in India on 8 June 2021","Totally worth it",5,"",0,"Fire TV Stick"
"RQQIMQ7VAPSRJ","Alap","Most important thing is service my old stick not working they take that return and refund all money and we buy new one","Reviewed in India on 17 September 2021","Good service by customer care",5,"",0,"Fire TV Stick"
"R18UK7B4UY4X6C","jitendra bahatkar","No 1","Reviewed in India on 30 July 2021","Best products ...... good quality.....",5,"",0,"Fire TV Stick"
"R3KYJ1DN2E1RNV","Setlam Narendra Kumar","It is running smoothly","Reviewed in India on 10 September 2021","Excellent",5,"",0,"Fire TV Stick"
"R3G2VVISIP6C4L","@YOGESHAnand56","Quality was good when it was in working condition","Reviewed in India on 25 December 2021","Stopped working Need replacement",3,"",0,"Fire TV Stick"
"R3MMW7PP4Z0XZC","Spsingh","The service experience regarding this product has been amazing 🤩🤩🤩🤩","Reviewed in India on 25 December 2021","Fire stick replacement",5,"",0,"Fire TV Stick"
"R3JVK81I2O96SS","Harsh","Very gud product","Reviewed in India on 17 September 2021","Excellent product",5,"",0,"Fire TV Stick"
"R3TVK2WR7EDFRT","Amazon Customer","Not expected","Reviewed in India on 21 November 2021","Bad not expected",1,"",0,"Fire TV Stick"
"RADS5YDA7O0I6","mahesh","Alexa result for YouTube is poor.if say 6 it display as six.","Reviewed in India on 12 March 2022","Alexa needs improvement.",4,"",0,"Fire TV Stick"
"R6A3LL1TK7WC7","sajnarajith","Easy to install.Customer service too good","Reviewed in India on 27 September 2021","Loved it",5,"",0,"Fire TV Stick"
"R5WD0EZDLPCMP","Minu","The product was delivered without a remote and the same is NOT being picked despite repeated return requests.","Reviewed in India on 14 November 2021","Missing parts and no return",1,"",0,"Fire TV Stick"
"R1607IBAEEOFBL","Amazon Customer","Wifi connectivity is faster & video quality is very good.","Reviewed in India on 13 December 2021","Wifi connectivity is faster & video quality is very good.",4,"",0,"Fire TV Stick"
"R3JBNHOMSO40KI","Minesh","No my remote is not working","Reviewed in India on 24 September 2021","My remote is not working",1,"",1,"Fire TV Stick"
"R2CQ8CBIBW8RR7","Amazon Customer"," Many time Telcon and after that our problem not solve","Reviewed in India on 28 January 2022","It's not working support to TV",1,"https://m.media-amazon.com/images/I/81QphQ77hIL.jpg",0,"Fire TV Stick"
"R10ZES2FUUE3X","Narinder Parbhakar","Awesome Thing make my tv realy smart... Value for money","Reviewed in India on 25 July 2021","True value product",5,"",0,"Fire TV Stick"
"R3CK9QQ45MGRTA","Jitendra kumar","Good voice control by alexa","Reviewed in India on 21 November 2021","Good product for change simple tv into smart tv",5,"",0,"Fire TV Stick"
"R2RWJGBO2P5AD9","Avos Global","Great experience","Reviewed in India on 22 November 2021","Good",5,"",0,"Fire TV Stick"
"R116N1JNFVXEA0","Amazon Customer","It worked for 2 months and suddenly stopped working. Tried all options suggested from the forum.","Reviewed in India on 11 December 2021","Worst device don't buy",1,"",0,"Fire TV Stick"
"R10WXDQFUX48H8","ARUNAVA MUSTAFI","Volume button not working","Reviewed in India on 5 December 2021","Good product",3,"https://m.media-amazon.com/images/I/81Qiq9qgnIL.jpg",0,"Fire TV Stick"
"R3D2SKAGARJR5N","Suresh Tulshiram Bhagat","Good quality,","Reviewed in India on 13 December 2021","Very nice",4,"",0,"Fire TV Stick"
"RKRAHAP4SEK13","Sunil Pandey","ultimate product. must buy. everything is perfect.","Reviewed in India on 28 January 2022","don't think so much just buy",5,"",0,"Fire TV Stick"
"R1VD1604DC5BTU","Vinu","Everything is great about this device","Reviewed in India on 13 June 2021","What a great device. My normal TV became a smart one",5,"https://images-na.ssl-images-amazon.com/images/I/D1fDJzyxSjS.jpg",0,"Fire TV Stick"
"R1COQ3LCZKQ5TN","Suresh Sathvara","Very nice product","Reviewed in India on 28 July 2021","Very nice product",5,"",0,"Fire TV Stick"
